,cord_uid,sentence_id,section,sentence
22928,wyz5jyjh,wyz5jyjh5722928,Applying nCapp intelligent assisted management in the diagnosis and treatment of COVID-19,"To achieve this, users are required to perform QC on the three-linkage cloud platform."
23013,wyz5jyjh,wyz5jyjh3123013,Intelligent assisted treatment using nCapp,"Moreover, the amount of water consumed by the patient, his/her electrolyte and acid-base levels, and other internal environmental factors should be comprehensively monitored."
23019,wyz5jyjh,wyz5jyjh3423019,Intelligent assisted treatment using nCapp,"At present, there are no effective antiviral drugs against 2019 nCoV. The a-interferon atomization inhalation can be considered (5 million U per time for adults in 2-ml sterile injection water, twice a day)."
23020,wyz5jyjh,wyz5jyjh3423020,Intelligent assisted treatment using nCapp,"Lopinavir/ritonavir (200 mg/50 mg per capsule) orally, 2 capsules each time, twice a day, can also be considered."
23021,wyz5jyjh,wyz5jyjh3423021,Intelligent assisted treatment using nCapp,"Ribavirin (500 mg/time, intravenous infusion 2 to 3 times a day, no more than 10 days) in combination with interferon or lopinavir/ritonavir is recommended."
23023,wyz5jyjh,wyz5jyjh3423023,Intelligent assisted treatment using nCapp,"We should pay attention to the adverse reactions of lopinavir/ritonavir, such as diarrhea, nausea, vomiting, and liver dysfunction, and the interaction with other drugs."
23042,wyz5jyjh,wyz5jyjh023042,a b s t r a c t,"Front-line physicians, experts, and managers are linked to perform consultation and prevention."
23086,wyz5jyjh,wyz5jyjh323086,a b s t r a c t,"The Mobile Beyond Giga, Real-Time World, and All-Online 5G will provide an era of opportunities, an attractive operating model for IoT healthcare can efficiently provide various 20 nCapp can coordinate the division of labor in the diagnosis and treatment of COVID-19 in one-, two-, and three-tier hospitals 14 and perform three-level linkage among experts, primary doctors and service providers."
23095,wyz5jyjh,wyz5jyjh4223095,Circulatory support,The recommended dose of glucocorticoid is equivalent to 1-2 mg/kg methylprednisolone per day.
23132,wyz5jyjh,wyz5jyjh5023132,Principles of treatment,The recommended dose of glucocorticoid is equivalent to 1-2 mg/kg methylprednisolone per day.
32059,irl5reo4,irl5reo4232059,Case report,"On examination, vital signs were within normal ranges, ear temperature 38 C, oxygen saturation 97% on room air, and respiratory rate 18 breaths per minute."
32061,irl5reo4,irl5reo4232061,Case report,"Laboratory investigations showed white blood cell count 4200 per mL (normal 3400e9500 per mL), platelet count 233,000 per mL (143,000e349,000 per mL), hemoglobin concentration 134 g/L (133e172 g/L), serum creatinine concentration 52 mmol/L (70e120 mmol/L), alanine aminotransferase 30 IU/L (52 mmol/L (70e120 mmol/L), alanine aminotransferase 30 IU/L), and lactate 222 U/L (135e225 U/L)."
32064,irl5reo4,irl5reo4232064,Case report,The patient received empiric oseltamivir and levofloxacin therapy for pneumonia.
5757,9hxihlw9,9hxihlw945757,Mode of action of remdesivir: a nucleotide analogue inhibitor of RNA-dependent RNA polymerases,"For the RdRp target in the genus Betacoronavirus , there are several potential drugs or compounds, including favipiravir, ribavirin, penciclovir, galidesivir, remdesivir, 6 -fluorinated aristeromycin analogues and acyclovir fleximer analogues [12] ."
5758,9hxihlw9,9hxihlw945758,Mode of action of remdesivir: a nucleotide analogue inhibitor of RNA-dependent RNA polymerases,"Remdesivir (GS-5734), the phosphoramidate prodrug of an adenosine C-nucleoside [13] , has a similar structure to tenofovir alafenamide, which is a nucleotide analogue of adenosine 5-monophosphate with antiviral activity against hepatitis B virus and human immunodeficiency virus (HIV"
5760,9hxihlw9,9hxihlw955760,Mode of action of remdesivir: a nucleotide analogue inhibitor of RNA-dependent RNA polymerases,"An in vitro study has demonstrated that nucleoside triphosphate works as an incorporation competitor with adenosine triphosphate, confuses viral RdRp, acts as a delayed RNA chain terminator against Ebola virus [15 , 16] , evades proofreading by viral exoribonuclease, and causes a decrease in viral RNA production [17] ."
5779,9hxihlw9,9hxihlw925779,Introduction,"Several pre-existing and potential drug candidates, including chloroquine and remdesivir, have been considered [10] [11] [12] ."
10967,5fg87lvu,5fg87lvu010967,Introduction,"To date, there have six human coronaviruses (HCoVs) been identified, including the alpha-CoVs HCoVs-NL63 and HCoVs-229E and the beta-CoVs HCoVs-OC43, HCoVs-HKU1, severe acute respiratory syndrome-CoV (SARS-CoV) [3] , and Middle East respiratory syndrome-CoV (MERS-CoV) [4] ."
10971,5fg87lvu,5fg87lvu610971,Symptoms,"Symptom of CoVID-19 are non-specific and the disease presentation can range from no symptoms (asymptomatic) to severe pneumonia and death A study of 41 patients [14] who were initially diagnosed with the outbreak (the diagnosis date was up to 2 January) found that the most common symptoms were fever (98%), cough (76%), myalgia or fatigue (44%), and atypical symptoms included sputum (28%), headache (8%), hemoptysis (5%) and diarrhea (3%)."
34499,q1exf47s,q1exf47s334499,Transmission,"10 Sustained close contact is most probably necessary for transmission by aerosolized droplets, as MERS-CoV viral RNA has been detected in air samples from a barn housing infected DCs in Qatar, and the virus may remain viable in aerosol for up to 45 minutes."
35675,ei9w19i7,ei9w19i7735675,Approach to a Suspected Case and Diagnosis,"This possibility is more problematic because airborne infectious particles can remain suspended in the air for long periods, the infection can be transmitted to larger numbers of people including those not in close contact with the index case, and protective measures include wearing a respirator and patient placement in negative air pressure rooms that may not be available at all medical centers."
35676,ei9w19i7,ei9w19i7735676,Approach to a Suspected Case and Diagnosis,"At the present time, the CDC recommends a combination of airborne precautions (patient placement in a negative air pressure room, HCWs to wear respirators), contact precautions (HCWs to wear gloves and gowns for all patient contact), and use of eye protection for patients hospitalized with suspected COVID-19 infection."
35715,ei9w19i7,ei9w19i7335715,SARS-COV,"Treatments attempted included corticosteroids and ribavirin, which were not found to be beneficial."
35732,ei9w19i7,ei9w19i71035732,Laboratory Testing,"21 When transporting suspected case specimens, the International Air Transport Association guidelines for dangerous goods must be followed."
16914,1ei79lna,1ei79lna016914,abstract,Public Health England (PHE) Manchester is one of the two PHE centres in the UK that perform testing for MERS-CoV. The results of the PHE Manchester MERS surveillance from 2012 to 2019 are presented in this report.
16919,1ei79lna,1ei79lna016919,abstract,"Conclusions: Although no cases of MERS were identified, the majority of patients had Influenza infection for which oseltamivir treatment was indicated and isolation warranted."
17006,1ei79lna,1ei79lna117006,Introduction,"In view of the high risk of imported cases, Public Health England (PHE) commissioned regional centers to perform MERS-CoV testing for possible MERS cases arriving in England."
18839,k36rymkv,k36rymkv1618839,Results,181 (95%) patients received antibiotics and 41 (21%) received antivirals (lopinavir/ritonavir; table 2).
18850,k36rymkv,k36rymkv1718850,Results,"Age, lymphopenia, leucocytosis, and elevated ALT, lactate dehydrogenase, high-sensitivity cardiac troponin I, creatine kinase, d-dimer, serum ferritin, IL-6, prothrombin time, creatinine, and procalcitonin were also associated with death (table 3) ."
18856,k36rymkv,k36rymkv1918856,Results,"Among 29 patients who received lopinavir/ritonavir and were discharged, the median time from illness onset to initiation of antiviral treatment was 14·0 days (IQR 10·0-17·0) and the median duration of viral shedding was 22·0 days (18·0-24·0)."
18860,k36rymkv,k36rymkv2018860,Results,"Levels of d-dimer, high-sensitivity cardiac troponin I, serum ferritin, lactate dehydrogenase, and IL-6 were clearly elevated in non-survivors compared with survivors throughout the clinical course, and increased with illness deterioration (figure 2)."
18861,k36rymkv,k36rymkv2018861,Results,"In non-survivors, high-sensitivity cardiac troponin I increased rapidly from day 16 after disease onset, whereas lactate dehydrogenase increased for both survivors and non-survivors in the early stage of illness, but decreased from day 13 for survivors."
18880,k36rymkv,k36rymkv1118880,Statistical analysis,"5 troponin I, creatine kinase, d-dimer, serum ferritin, and IL-6, might be unavailable in emergency circumstances."
18892,k36rymkv,k36rymkv618892,Laboratory procedures,"Routine blood examinations were complete blood count, coagulation profile, serum biochemical tests (including renal and liver function, creatine kinase, lactate dehydrogenase, and electrolytes), myocardial enzymes, interleukin-6 (IL-6"
18895,k36rymkv,k36rymkv2218895,Discussion,"Additionally, elevated levels of blood IL-6, high-sensitivity cardiac troponin I, and lactate dehydrogenase and lymphopenia were more commonly seen in severe COVID-19 illness."
18926,k36rymkv,k36rymkv2418926,Discussion,"36 Similarly, effective antiviral treatment might improve outcomes in COVID-19, although we did not observe shortening of viral shedding duration after lopinavir/ritonavir treatment in the cur rent study."
18927,k36rymkv,k36rymkv2418927,Discussion,"Ran domised clinical trials for lopinavir/ritonavir (ChiCTR2000029308) and intravenous remdesivir (NCT04257656, NCT04252664) in treatment of COVID-19 are currently in progress."
18929,k36rymkv,k36rymkv2518929,Discussion,"First, due to the retrospective study design, not all laboratory tests were done in all patients, including lactate dehydrogenase, IL-6, and serum ferritin."
18972,k36rymkv,k36rymkv718972,Research in context,"Age, comorbidities, lymphocytopenia and elevated alanine aminotransferase, d-dimer, creatine kinase, high-sensitivity cardiac troponin I, prothrombin time, and disease severity were reported to be associated with intensive care unit admission."
19515,05xedq1l,05xedq1l119515,ENGLISH VERSION,"The response to the creation of a such special issue also takes into account the fact that not only the disease is emerging, but that it originates from ""emerging countries"", and giving everyone access to preliminary data from the Far East is a necessity for patient management in other areas. In particular, we see that a controversy has arisen in the use of repositioning treatments, such as chloroquine [2, 3] , for coronavirus, which justifies calling on those who have the most experience with this disease to communicate to the rest of the scientific world, in order to shed light on the choices to come. L'idea della pubblicazione di questo numero speciale tiene conto del fatto che non solo sta emergendo una nuova malattia, ma che questa proviene dai ""paesi emergenti"" facendo diventare importantissimo l'accesso ai dati preliminari dall'Estremo Oriente, In modo da far condividere la loro esperienza di gestione ai colleghi di altre aree del pianeta. In particolare, stiamo assistendo ad una controversia nell'uso e nel riposizionamento di alcuni trattamenti, un esempio è la clorochina [2, 3] , per le infezioni sostenute da coronavirus, giustificando quindi il nostro appello verso coloro che hanno acquisito esperienze con questa malattia al fine di comunicare questa loro conoscenza al resto del mondo.Tutto questo aiuterà a far luce sulle scelte in divenire."
